"url","create_date","title"
"https://github.com/daviddoria/PoissonReconstruction",2010-03-03,"Poisson surface reconstruction implementation in VTK"
"https://github.com/markcerqueira/soundCraft",2013-01-20,"Framework for Transducing a StarCraft 2 Game"
"https://github.com/JasperSnoek/spearmint",2013-01-18,"Spearmint is a package to perform Bayesian optimization according to the algorithms outlined in the paper:  Practical Bayesian Optimization of Machine Learning Algorithms. Jasper Snoek, Hugo Larochelle and Ryan P. Adams.  Advances in Neural Information Processing Systems, 2012 "
"https://github.com/hyperopt/hyperopt",2011-09-06,"Distributed Asynchronous Hyperparameter Optimization in Python"
"https://github.com/cheng81/PEPL0",2012-03-01,"A Process-Oriented Event-Based Language, Javascript prototype"
"https://github.com/rothlab/chromozoom",2012-05-01,"ChromoZoom is a fast, fluid web-based genome browser"
"https://github.com/danieljfarrell/pvtrace",2011-01-05,"Optical ray tracing for photovoltaic devices and luminescent materials"
"https://github.com/NetherlandsMetabolomicsCentre/metitree",2012-05-29,"Metitree"
"https://github.com/glennhickey/hal",2012-03-20,"Hierarchical Alignment Format"
"https://github.com/fhcrc/deenurp",2012-10-19,"De-novo selection of reference sequences"
"https://github.com/fhcrc/taxtastic",2010-10-21,"Create and maintain phylogenetic ""reference packages"" of biological sequences."
"https://github.com/blaxterlab/blobology",2013-09-30,"Tools for making blobplots or Taxon-Annotated-GC-Coverage plots (TAGC plots) to visualise the contents of genome assembly data sets as a QC step"
"https://github.com/mojones/Blobsplorer",2013-04-01,"javascript tool for exploring taxonomically-annotated blob plots and selecting points"
"https://github.com/epigenomics/methylmaps",2011-04-07,"Data analysis pipeline for the Methyl-MAPS method"
"https://github.com/elibtronic/tabulatron",2013-01-17,"Arduino based Google Form poster"
"https://github.com/petewarden/pagerankgraph",2010-12-13,"Visualizes search engine ranking algorithms for a given domain"
"https://github.com/olleolleolle/wav2c",2008-12-16,"wav2c makes arrays out of sounds - useful for Arduino SMAPLER v2 (and for GameBoy Advance) etc"
"https://github.com/timrdf/csv2rdf4lod-automation",2010-12-17,"Shell script automation to support csv2rdf4lod converter"
"https://github.com/astrid/GenoViewer",2011-08-17,"A genome browser for NGS data analysis"
"https://github.com/meren/illumina-utils",2011-08-25,"A library and collection of scripts to work with Illumina paired-end data (for CASAVA 1.7+ pipeline)."
"https://github.com/phillord/tawny-pizza",2013-01-22,"The Pizza Ontology in Tawny OWL"
"https://github.com/MaZderMind/osm-history-splitter",2011-05-28,"A Tool used to split Full-History-Planet-Dumps into smaller extracts based on Bounding-Boxes or Polygons."
"https://github.com/agesmundo/HadoopPerceptron",2011-07-31," http://static.googleusercontent.com/external_content/untrusted_dlcp/research.google.com/en//pubs/archive/36266.pdf"
"https://github.com/ibm-bioinformatics/bluesnp",2012-07-17,"BlueSNP"
"https://github.com/jotegui/BIDDSAT",2012-05-02,"BIDDSAT: BIoDiversity DataSet Assessment Tool"
"https://github.com/simsong/bulk_extractor",2012-04-03,"This is the development tree. For downloads please see:"
"https://github.com/simsong/be13_api",2012-11-30,"API for bulk_extractor version 1.3"
"https://github.com/markhuberty/twitter_election2012",2012-07-21,"Repository for the predicton algorithms, code, and data for real-time prediction of the 2012 Congressional elections"
"https://github.com/ksanao/TGNet",2011-06-15,"Transcript to Genome Consistency Network"
"https://github.com/twalsworth/customSpriteControl",2011-09-10,"flex 3 and a flex 4 custom component"
"https://github.com/cmmt/chromatra",2011-11-29,"Chromatra plugin for the Galaxy bioinformatics platform"
"https://github.com/iontorrent/TMAP",2012-01-13,"Torrent Mapping Alignment Program"
"https://github.com/SimTk/msmexplorer",2012-12-27,"MSMExplorer is a visualization system for markov state models for protein folding networks"
"https://github.com/patilkr/userCSP",2012-07-25,"User Specified Content Security Policy Add-on"
"https://github.com/kevinweil/hadoop-lzo",2012-02-20,"Patched, refactored version of code.google.com/hadoop-gpl-compression for hadoop 0.20"
"https://github.com/kevinweil/elephant-bird",2010-03-25,"Twitter's collection of LZO and Protocol Buffer-related Hadoop, Pig, Hive, and HBase code."
"https://github.com/hannesm/Kopitiam",2010-12-25,"eclipse plugin to support side-by-side proofs and code"
"https://github.com/kripken/emscripten",2011-02-12,"Emscripten: An LLVM-to-JavaScript Compiler"
"https://github.com/whymirror/hoodwinkd",2009-08-19,"the travelling peanut gallery (a meta-web)"
"https://github.com/jj1bdx/sfmt-erlang",2010-07-04,"sfmt-erlang: SIMD-oriented Fast Mersenne Twister (SFMT) for Erlang"
"https://github.com/maniacbug/contiki-avr-zigduino",2011-07-25,"Zigduino platform for Contiki OS"
"https://github.com/pridkett/gitminer",2011-10-18,"Java based tools for extracting information from GitHub and git repositories into a graph database"
"https://github.com/PrimeSense/Sensor",2010-12-08,"PrimeSensor Modules for OpenNI"
"https://github.com/hadley/productplots",2009-11-26,"Product graphics for categorical data"
"https://github.com/canbal/Tally",2012-01-13,"A web-based data collection tool for subjective video experiments"
"https://github.com/andreabedini/tutte",2012-01-18,"computes the Tutte Polynomial"
"https://github.com/lostonroute66/pillbox",2009-12-12,"Pillbox at the National Library of Medicine"
"https://github.com/sitaramc/gitolite",2009-08-24,"Hosting git repositories -- Gitolite allows you to setup git hosting on a central server, with very fine-grained access control and many (many!) more powerful features.  [IMPORTANT: please click and read the WIKI link above before submitting issues, pull requests, etc]"
"https://github.com/overtone/overtone",2010-08-23,"Collaborative Programmable Music "
"https://github.com/samaaron/monomer",2008-06-16,"A Ruby library (and sample apps) for playing with a monome (http://monome.org)"
"https://github.com/gxa/gxa",2010-03-01,"Gene Expression Atlas"
"https://github.com/IGS/disease-ontology",2011-08-04,"Tools and source for the Disease Ontology browser web app."
"https://github.com/myleott/twitter-corpus-tools",2012-05-29,"twitter-corpus-tools"
"https://github.com/aseldawy/spatialhadoop",2013-02-13,"Mirror of Apache Hadoop common"
"https://github.com/lupeke/python-firmata",2008-11-07,"Python bindings for the Firmata protocol"
"https://github.com/rocky/kshdb",2008-08-11,"Korn Shell (93t 2008-10-22 or greater) Debugger"
"https://github.com/parahunter/Space-Bugz",2012-05-27,"One of the world's first smartphone controlled crowd games"
"https://github.com/raimohanska/reactive-bacon",2012-01-12,"FRP (functional reactive programming) framework inspired by RX and Iteratee"
"https://github.com/nathanmarz/storm",2011-09-17,"Distributed and fault-tolerant realtime computation: stream processing, continuous computation, distributed RPC, and more"
"https://github.com/kriszyp/json-schema",2010-09-29,"JSON Schema specifications, reference schemas, and a CommonJS implementation"
"https://github.com/AKSW/BioASQ-AT",2012-10-15,"Annotation tool for the BioASQ project."
"https://github.com/AKSW/SPARQL2NL",2011-11-11,"converts SPARQL queries to natural language expressions"
"https://github.com/jdarcy/glupy",2012-08-11,"GlusterFS translators in Python"
"https://github.com/jdarcy/negative-lookup",2012-01-15,"A GlusterFS translator to cache failed lookups"
"https://github.com/nii-cloud/dodai-deploy",2011-11-01,"Deployment Tool for OpenStack(Nova, Glance and Swift) and Hadoop using Puppet"
"https://github.com/Bitcoin/Bitcoin",2010-12-19,"Bitcoin Core integration/staging tree"
"https://github.com/jtleek/swfdr",2012-12-07,"R code for calculating the Science-wise False Discovery Rate"
"https://github.com/cjlee112/darwin",2009-10-23,"prototyping environment for statistical inference"
"https://github.com/spree/spree",2008-03-10,"Spree is a complete open source e-commerce solution for Ruby on Rails."
"https://github.com/timd/Pro-iOS-TableViews",2012-01-03,"Code for Pro iOS TableViews book"
"https://github.com/rpavlik/wiiuse",2010-07-27,"(Semi-Official Fork of) WiiUse Wii Remote access library"
"https://github.com/Flotype/now",2011-03-02,"NowJS makes it easy to build real-time web apps using JavaScript"
"https://github.com/rjmarsan/Weka-for-Android",2011-02-16,"the Weka project with the GUI components removed so it works with Android"
"https://github.com/zseder/webcorpus",2012-02-06,"webcorpus pipeline"
"https://github.com/simon-weber/Programming-Language-Identification",2011-11-09,"Accompanying code for the arXiv paper first published in June of 2011"
"https://github.com/CloPeMa/garment_dataset",2013-09-09,"Matlab tools for CloPeMa Garment Dataset:"
"https://github.com/tk2/RetroSeq",2011-01-13,"RetroSeq is a bioinformatics tool that searches for mobile element insertions from aligned reads in a BAM file and a library of reference transposable elements. Please read the wiki page (link below) for usage instructions. Also, there is a page on the wiki describing how the 1000 genomes CEU trio was carried out with the files and parameters used for the various steps."
"https://github.com/behas/lucene-skos",2012-06-22,"SKOS Support for Apache Lucene and Solr"
"https://github.com/porduna/weblabdeusto",2012-12-07,"Scalable, web-based and experiment-agnostic remote laboratory management system"
"https://github.com/msama/django-jom",2012-07-18,"Django Javascript object model. Extracts javascript objects from Django models."
"https://github.com/INCF/BrainImagingPipelines",2012-02-22,"BIPs"
"https://github.com/martynsmith/node-irc",2010-05-14,"NodeJS IRC client library"
"https://github.com/hupili/snsapi",2012-07-03,"Cross platform middleware for Social Networking Services: Twitter, Facebook, SinaWeibo, Renren, RSS, Email, Sqlite, ... (more coming)"
"https://github.com/hupili/sns-router",2012-09-27,"Intelligent Cross Domain SNS Router"
"https://github.com/optimusmoose/statistical_agglomeration",2012-09-17,"Tool for summarizing a direct-infusion lipidomics mass spec data into one spectrum."
"https://github.com/SanabriaRusso/USRP-GNURadio",2012-07-04,"Code involving USRP-E110 and GNURadio"
"https://github.com/socialsoftware/blended-workflow",2012-01-10,"A blended workflow engine on top of YAWL"
"https://github.com/askerlee/namedis",2012-03-26,"An Author Name Disambiguation system, using a Novel Categorical Similarity Measure and Wikipedia Taxonomy"
"https://github.com/ged-lab/khmer",2012-05-15,"in-memory k-mer counting"
"https://github.com/AKSW/cubeviz",2013-09-10,"Deployment repository of CubeViz"
"https://github.com/fabric/fabric",2009-05-01,"Simple, Pythonic remote execution and deployment."
"https://github.com/simonmd/couchdicom",2010-11-24,"DICOM object loader to CouchDB using Ruby DICOM"
"https://github.com/oroulet/vc2hms",2013-02-12,"Export objects and signals in Visual Components simulation software to IceHMS"
"https://github.com/princelab/metriculator",2011-04-21,"Performance metric tool for LCMS and MS experiments.  "
"https://github.com/kholia/passe-partout",2012-12-29,"passe-partout is a tool to extract SSL private keys from process memory written by Nicolas Collignon and Jean-Baptiste Aviat (passe-partout@hsc.fr). "
"https://github.com/christophergandrud/InterpretingHazRatios",2012-12-30,"Project on interpreting hazard ratios in policy diffusion research."
"https://github.com/tpoisot/ms_qr",2013-07-11,"Revisions of the MS on realized network modularity"
"https://github.com/senchalabs/connect",2010-05-26,"Connect is a middleware layer for Node.js"
"https://github.com/opentox/algorithm",2011-03-09,"Algorithm webservice for OpenTox"
"https://github.com/basp-group/purify",2013-07-16,"PURIFY: next-generation radio interferometric imaging."
"https://github.com/twall/jna",2011-04-29,"Java Native Access"
"https://github.com/karlstolley/webappdev",2010-11-02,"Original stab at my Web Application Development course. New and future versions at URL below."
"https://github.com/jrvalverde/MGtools",2013-01-08,"Metagenomics tools"
"https://github.com/excemplify/immunoblot",2013-04-25,"immunoblot"
"https://github.com/filamentgroup/Responsive-Images",2010-12-13,"NOTE: use Picturefill instead. An Experiment with Mobile-First Images that Scale Responsively & Responsibly"
"https://github.com/pelinakan/UBD",2012-05-15,"FinalVersions"
"https://github.com/NewEraCracker/LOIC",2010-09-29,"Low Orbit Ion Cannon - An open source network stress tool for Windows. Based on loic project at sourceforge.net/projects/loic/ and writen in C#. USE ON YOUR OWN RISK. WITHOUT ANY EXPRESS OR IMPLIED WARRANTIES."
"https://github.com/kcontext/knowself",2012-07-31,"Activitiy logging; Supports time managmenet - Visualises time use, and resources used."
"https://github.com/SMC-INESC/drumtranscription_pd",2012-11-29,"A streaming drum transcription system for Pure Data"
"https://github.com/twitter/jvmgcprof",2012-02-24,"A simple utility for profile allocation and garbage collection activity in the JVM"
"https://github.com/rails/rails",2008-04-11,"Ruby on Rails"
"https://github.com/Thinkscape/zf2",2011-07-16,"Clone of Zend Framework 2 repository"
"https://github.com/dougbarth/ermarb",2008-06-26,"The Ruby port of the Extremely Reusable Monitoring API"
"https://github.com/php/php-src",2011-06-16,"The PHP Interpreter"
"https://github.com/bitcoin/bitcoin",2010-12-19,"Bitcoin Core integration/staging tree"
"https://github.com/bendudson/BOUT",2010-06-15,"Plasma fluid finite-difference simulation code in curvilinear coordinate systems"
"https://github.com/genome/somatic-sniper",2011-03-30,"A tool to call somatic single nucleotide variants."
"https://github.com/minillinim/GroopM",2012-07-07,"Metagenomic binning suite"
"https://github.com/ucdavis-bioinformatics/sickle",2011-02-09,"Windowed Adaptive Trimming for fastq files using quality"
"https://github.com/matthiasbock/BooleSim",2012-10-30,"Systems biology tool: Boolean network simulator"
"https://github.com/broadgsa/gatk",2011-06-28,"GATK Official Release Repository: contains the core MIT-licensed GATK framework, free for all uses"
"https://github.com/mlandis/phylowood",2012-05-02,"Browser-based Interactive Phylogeographic Animations"
"https://github.com/adamewing/bamsurgeon",2012-05-10,"tools for adding mutations to existing .bam files, used for testing mutation callers"
"https://github.com/asayler/cu-cs-apt-packages",2012-08-23,"APT Packages for University of Colorado CS Courses"
"https://github.com/czarrar/cwas-paper",2012-10-05,"Scripts to analyze data and generate figures for the CWAS paper"
"https://github.com/hbc/projects",2011-03-03,"In-progress projects at Harvard School of Public Health Bioinformaitcs Core"
"https://github.com/JoseBlanca/seq_crumbs",2012-07-04,"Little sequence file utilities meant to work within Unix pipelines"
"https://github.com/labra/haws",2012-12-16,"Haskell Web Semantics Library"
"https://github.com/samtools/samtools",2012-03-09,"This is the official development repository for samtools."
"https://github.com/brentp/bwa-meth",2013-12-02,"align BS-Seq reads and tabulate methylation without intermediate temp files"
"https://github.com/arademaker/openWordnet-PT",2011-12-06,"OpenWordnet-PT: an open Brazilian Wordnet"
"https://github.com/bbcf/bbcfutils",2011-02-13,"Collection of stand-alone tools"
"https://github.com/bbcf/bbcflib",2011-02-04,"Internal utility modules for the BBCF"
"https://github.com/jleinonen/pytmatrix",2013-10-08,"Python code for T-matrix scattering calculations"
"https://github.com/aubombarely/GenoToolBox",2012-01-30,"A box of genomics tools"
"https://github.com/wwood/bioruby-kmer_counter",2012-06-07,"A biogem for counting small kmers for fingerprinting nucleotide sequences"
"https://github.com/RcppCore/RcppArmadillo",2013-11-02,"Rcpp integration for Armadillo templated linear algebra library"
"https://github.com/faylang/fay",2012-07-21,"A proper subset of Haskell that compiles to JavaScript"
"https://github.com/JohnLangford/vowpal_wabbit",2009-07-31,"John Langford's original release of Vowpal Wabbit -- a fast online learning algorithm"
"https://github.com/asascience-open/ncSOS",2011-05-31,"SOS Service on top of THREDDS"
"https://github.com/SCRFpublic/dispat",2013-01-24,"MATLAB codes for DisPat"
"https://github.com/mangal-wg/mangal-schemes",2013-05-24,"JSON schemes for the mangal project"
"https://github.com/mangal-wg/pymangal",2014-01-18,"Python module for the mangal API"
"https://github.com/myourshaw/vax",2014-01-20,"Ensembl Variant Effect Predictor eXtras"
"https://github.com/christophergandrud/simPH",2013-02-06,"Tools for simulating and graphing results from proportional hazards survival models."
"https://github.com/JohanZackrisson/visir_html5",2012-10-23,"Virtual instruments in reality ported to html5"
"https://github.com/orionzhou/SPADA",2012-05-31,"Small Peptide Alignment Detection Application"
"https://github.com/averaart/fq_delta",2013-07-11,"Efficient storage of processed versions of fastq files"
"https://github.com/akiomiyao/tif",2014-01-27,"Transposon Insertion Finder"
"https://github.com/srobb1/RelocaTE",2012-05-18,"Find the locations of TEs using the TSD in unassembled short reads by comparing to a closely related reference genome assembly"
"https://github.com/jheatmap/jheatmap",2012-02-15,"Javascript Heatmap viewer"
"https://github.com/ensembl-variation/VEP_plugins",2011-11-21,"Plugins for the Ensembl Variant Effect Predictor (VEP)"
"https://github.com/javigzz/rAvis",2013-11-04,"rAvis: an R-package to download the information stored in “proyectoavis”, a citizen science bird project. "
"https://github.com/alyssafrazee/derfinder",2012-12-06,"R package for DER Finder, a method for differential expression analysis of RNA-seq data"
"https://github.com/cpsievert/pitchRx",2012-08-06,"Tools for Scraping XML Data and Visualizing Major League Baseball"
"https://github.com/openptv/openptv",2012-12-03,"This is our central repository, holding only the community approved code and documentation"
"https://github.com/leeper/UNF",2013-12-03,"Tools for creating universal numeric fingerprints for data"
"https://github.com/openptv/openptv-python",2013-05-26,"Python GUI for the OpenPTV"
"https://github.com/lh3/seqtk",2012-03-23,"Toolkit for processing sequences in FASTA/Q formats"
"https://github.com/adrlar/CanSNPer",2013-08-16,"A hierarchical genotype classifier of clonal pathogens"
"https://github.com/jamesmalone/AtlasRDF-R",2013-09-09,"R package for exploring and analysing with the Gene Expression Atlas RDF"
"https://github.com/ekg/mutatrix",2011-01-21,"genome simulation across a population with zeta-distributed allele frequency, snps, insertions, deletions, and multi-nucleotide polymorphisms"
"https://github.com/DEAP/notebooks",2013-06-12,"Notebooks on how to use Distributed Evolutionary Algorithm in Python (DEAP)"
"https://github.com/grunwaldlab/poppr",2013-02-19,"An R package for genetic analysis of populations with mixed (clonal/sexual) reproduction"
"https://github.com/nh13/DWGSIM",2011-10-19,"Whole Genome Simulator for Next-Generation Sequencing"
"https://github.com/ekg/vcflib",2010-09-22,"a simple C++ library for parsing and manipulating VCF files, + many command-line utilities"
"https://github.com/katholt/srst2",2013-09-25,"Short Read Sequence Typing for Bacterial Pathogens"
"https://github.com/uci-cbcl/EXTREME",2013-04-04,"An online EM implementation of the MEME model for fast motif discovery in large ChIP-Seq and DNase-Seq Footprinting data"
"https://github.com/cstubben/pmcXML",2013-05-08,"Tools for searching and parsing full text XML articles and tables in Pubmed Central"
"https://github.com/CGATOxford/cgat",2013-08-29,"CGAT - Computational Genomics Analysis Tools"
"https://github.com/naturalis/HTS-barcode-checker",2012-10-15,"Pipeline for BLAST analysis of Hight-throughput sequencing data."
"https://github.com/mars0i/popco",2012-12-21,"Cultural transmission with analogy biases"
"https://github.com/DavidBrainard/RenderToolbox3",2012-07-10,"Matlab toolbox for managing graphics rendering for psychophysics"
"https://github.com/kif/sift_pyocl",2013-05-28,"An implementation of SIFT on GPU with OpenCL"
"https://github.com/charite/jannovar",2013-07-07,"Java framework for annotating VCF files with gene/transcript-based annotations"
"https://github.com/yibinlin/inflood_generator",2013-09-14,"Inflood Generator"
"https://github.com/h5bp/html5-boilerplate",2010-01-24,"A professional front-end template for building fast, robust, and adaptable web apps or sites."
"https://github.com/ytai/ioio",2011-08-26,"Software, firmware and hardware of the IOIO - I/O for Android"
"https://github.com/Eitan177/targetSeqView",2013-01-29,"Visualize next generation sequencing reads over putative structural variants"
"https://github.com/gedankenstuecke/snpr",2011-06-07,"The sources of the openSNP website"
"https://github.com/oneclick/rubyinstaller",2009-02-15,"RubyInstaller for Windows - Build recipes"
"https://github.com/shokai/arduino_firmata",2012-10-23,"Arduino Firmata protocol implementation on Ruby"
"https://github.com/sgibb/MALDIquantForeign",2012-12-08,"Import/Export routines for MALDIquant"
"https://github.com/tesserae/tesserae",2012-09-23,"The Tesserae project aims to provide a flexible and robust web interface for exploring intertextual parallels. Select two poems below to see a list of lines sharing two or more words (regardless of inflectional changes)."
"https://github.com/peterexner/KOSHIK",2014-01-02,"An NLP framework for large scale processing using Hadoop"
"https://github.com/sylvainforet/libngs",2010-11-23,"The Nifty GNU Sequence Library"
"https://github.com/andikleen/tsx-tools",2013-01-16,"Header files for Intel TSX (Transactional Synchronization Extension) development"
"https://github.com/troglobit/pimd",2010-01-16,"This is the original USC pimd, revived at github to serve as  a central point of collaboration for all in need of a small and efficient PIM-SM implementation.  Thanks to OpenBSD pimd is now free software under the 3-clause BSD license!"
"https://github.com/HoTT/HoTT",2011-03-26,"Homotopy type theory"
"https://github.com/rochoa85/myChEMBL",2013-09-10,"myChEMBL Interface"
"https://github.com/jgmeyerucsd/ProteomeDigestSim",2013-11-01,"A collection of R classes to allow prediction of proteome coverage based on digestion, specifically iterative digestion by MED-FASP"
"https://github.com/garvitlnmiit/SNAPSync",2013-08-22,"Linux software to do live syncing between local and remote system"
"https://github.com/Modernizr/Modernizr",2009-09-25,"Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the user’s browser."
"https://github.com/rickynils/scalacheck",2011-05-26,"Property-based testing for Scala"
"https://github.com/stnava/ANTs",2013-01-23,"Advanced Normalization Tools (ANTs)  "
"https://github.com/katrakolsek/DoTS",2013-05-27,"Docking interface for Target Systems (program for docking one molecule to multiple targets)"
"https://github.com/jacobhurst/definetherain",2013-07-29,"Clustering for digital droplet data. A javascript program that allows user to cluster digital droplet PCR data to define cut offs and improve calling"
"https://github.com/christophergandrud/dynsim",2013-09-04,"An R implementation of dynamic simulations of autoregressive relationships"
"https://github.com/kkeenan02/diveRsity-dev",2013-10-25,"This repository contains the diveRsity package during major code updates"
"https://github.com/agoldst/dfr-analysis",2012-11-12,"Scripts to help work on data from JSTOR's Data for Research service"
"https://github.com/petrossou/uquantchem",2013-05-19,"A versatile and easy to use Quantum Chemistry Computational Software"
"https://github.com/sieben/makesense",2013-08-06,"Managing Reproducible WSNs Experiments"
"https://github.com/lmrodriguezr/nonpareil",2012-07-18,"Estimate average coverage and generate Nonpareil curves."
"https://github.com/MPBA/nettools",2013-07-23,"R package for network analysis"
"https://github.com/johnros/prevalenve_simulation",2013-05-28,"Simulation code accompanying manuscript"
"https://github.com/lisa-dou/VerifySD",2013-02-08,"Verification of UML Sequence Diagrams in Coq"
"https://github.com/lbf-ijs/DiffusiveDynamics",2013-09-23,"Calculate position-dependent diffusion coefficients in one and two dimensions from collective variables trajectories. "
"https://github.com/samyk/skyjack",2013-12-03,"skyjack takes over Parrot drones, deauthenticating their true owner and taking over control, turning them into zombie drones under your own control"
"https://github.com/felixge/node-cross-compiler",2012-10-09,"Simplified cross compiling for node.js using vagrant."
"https://github.com/mkorpar/swSharp",2011-10-16,"CUDA parallelized version of Smith-Waterman algorithm (development version)"
"https://github.com/shasso/LibrarySystemJSEA2014",2013-12-30,"case study showing design patterns as integrators"
"https://github.com/ngds/ckanext-ngds",2013-01-15,"CKAN extension for NGDS-specific customizations"
"https://github.com/esa/pykep",2013-03-12,"Mirroring the sourceforge repository: C++ toolbox and Python bindings for basic astrodynamics scientific computations"
"https://github.com/NanoCAN/OpenLabFramework",2012-06-11,"A open source framework for research data management"
"https://github.com/berndbischl/parallelMap",2013-08-13,"R package to interface some popular parallelization back-ends with a unified interface"
"https://github.com/gurcani/zpdgen",2013-10-12,"A generalized plasma dispersion function formulation of Inm's."
"https://github.com/basp-group/co-oi",2013-06-28,"Matlab code implementing the tensor-based optimization algorithms for optical-interferometric imaging"
"https://github.com/michada/GeneCommittee",2013-05-07,"Knowledge-based diagnostic web-tool for microarray and RNA-seq data."
"https://github.com/princelab/mspire",2008-08-21,"mass  spectrometry proteomics in ruby"
"https://github.com/jamescummings/conluvies",2012-09-24,"collection of impurities , filth; washings, offscourings, dregs; i.e. miscellaneous crap."
"https://github.com/FedericoV/conference_pairings",2013-12-17,"Code used to implement the matchmaking procedure described in Vaggi et al, 2014."
"https://github.com/fcchou/HelixMC",2013-03-18,"Python-based Monte Carlo simulator for DNA/RNA duplexes."
"https://github.com/Data2Semantics/PatViz",2013-12-18,"Patent collaboration network visualizer"
"https://github.com/smathot/materials_for_P0001",2014-02-05,"Participant data, analysis scripts, experimental script, and manuscript source for P0001"
"https://github.com/genome/breakdancer",2010-09-12,"SV detection from paired end reads mapping"
"https://github.com/dmcglinn/tgp_management",2013-09-13,"Data and scripts for investigating the relative importance of fire and grazing relative to soil and climate variables at the Tallgrass Prairie Preserve."
"https://github.com/contiki-os/contiki",2012-10-24,"The official git repository for Contiki, the open source OS for the Internet of Things"
"https://github.com/Sable/mclab",2013-01-05,"Compiler toolkit for MATLAB"
"https://github.com/robjhyndman/hts",2013-11-22,"hts package for R"
"https://github.com/solgenomics/sgn-home",2010-05-26,"per-developer versioned home directories for miscellaneous work"
"https://github.com/Gregmayo/MetaboX-Library",2014-01-08,"A PHP library to build metabolic networks from KEGG database."
"https://github.com/JervenBolleman/sparql-bed",2013-03-15,"sparql against simple bed files without loading them into a triple store."
"https://github.com/tjpalmer/keepaway",2011-09-19,"RoboCup Keepaway benchmark player framework."
"https://github.com/dill/msg",2011-08-15,"Multidimensional Scaling for Generalized additive models. See wiki for examples."
"https://github.com/percyliang/brown-cluster",2012-07-24,"C++ implementation of the Brown word clustering algorithm."
"https://github.com/fpeder/XKin",2012-05-21,"eXtanble hand pose and gesture recognition library for Kinect"
"https://github.com/mcieslik-mctp/epicode",2013-09-13,"Epicode discovers ""epigenetic codes"" "
"https://github.com/RAPD/RAPD",2011-11-19,"Rapid Automated Processing of X-ray Data"
"https://github.com/taoliu/MACS",2011-03-02,"MACS -- Model-based Analysis of ChIP-Seq"
"https://github.com/KellyBlack/ODE-Recitation-Activities",2011-10-20,"Activities for the recitations for a large lecture class in ordinary differential equations."
"https://github.com/cbuhay/ExCID",2013-08-22,"The Exome Coverage and Identification Report displays the coverage of every target region in your capture design.  It also displays regions below an adjustable coverage threshold."
"https://github.com/SCRFpublic/SGEMS-UQ",2012-12-18,"SGEMS-UQ code and data sets"
"https://github.com/gxa/atlas",2012-08-15,"Expression Atlas"
"https://github.com/flaviovdf/yourank",2013-03-05,"Simple web application for user evaluation of Youtube videos"
"https://github.com/YeoLab/clipper",2012-08-07,"A tool to identify CLIP-seq peaks"
"https://github.com/EOL/pseudonitzchia",2013-08-02,"Biodiversity informatics code relevant to the Encyclopedia of Life"
"https://github.com/shaih/HElib",2013-04-05,"An Implementation of homomorphic encryption"
"https://github.com/slra/slra",2011-10-06,"Software package for Hankel structured low-rank approximation"
"https://github.com/uvainio/Beamline-B1-macros",2009-06-03,"Data processing of 2d data to 1d data in absolute units with Matlab macros on beamline B1 at HASYLAB, Hamburg"
"https://github.com/neubot/neuviz",2013-07-20,"Neubot visualizer"
"https://github.com/AKSW/LODStats",2012-01-31,"statement-stream based RDF statistics generator"
"https://github.com/plataformatec/devise",2009-09-16,"Flexible authentication solution for Rails with Warden."
"https://github.com/indirect/haml-rails",2010-08-13,"let your Gemfile do the talking"
"https://github.com/codelion/pathgrind",2013-02-08,"Path based Dynamic Analysis"
"https://github.com/lsaravia/mfsba",2012-02-09,"Multifractal estimation using a standard box counting algorithm"
"https://github.com/EESI/FizzyQIIME",2013-06-21,"QIIME build with information theoretic feature selection functionality. Note this project include the official build of QIIME (www.qiime.org) with the Fizzy feature selection module for metagenomic feature selection."
"https://github.com/redpony/cdec",2009-12-03,"Decoder, aligner, and model optimizer for statistical machine translation and other structured prediction models based on (mostly) context-free formalisms"
"https://github.com/agrueneberg/Bounce",2014-02-12,"RESTful governance layer for MongoDB"
"https://github.com/semteacher/moodle",2013-02-06,"A direct mirror of the official moodle.git repository at http://git.moodle.org/.   Please do NOT file PULL requests here, instead please use http://tracker.moodle.org"
"https://github.com/eyewriter/eyewriter",2010-02-24,"open source eye tracking and drawing toolkit"
"https://github.com/bpat1434/redmine_category_tree",2013-04-26,"Module for Redmine to allow categories to be a tree instead of a single-list"
"https://github.com/hdgarrood/redmine_release_notes",2012-01-12,"A plugin to add release notes to Redmine"
"https://github.com/mytardis/mytardis",2011-11-22,"MyTardis - a data management system for private lab/facility data"
"https://github.com/pepijnkokke/AutoInAgda",2013-08-29,"An implementation of a first-order auto tactic for Agda, in Agda."
"https://github.com/secgroup/Mignis",2013-10-12,"Mignis is a semantic based tool for firewall configuration."
"https://github.com/gousiosg/github-mirror",2011-11-26,"Scripts to mirror Github in a cloudy fashion"
"https://github.com/godfreynolan/ToDoList",2013-10-23,"ToDoList"
"https://github.com/avaranovich/megal",2013-03-06,"A megamodeling language"
"https://github.com/krasvas/EyeMMV",2014-02-07,"EyeMMV toolbox is a MATLAB toolbox appropriate for post experimental eye movement analysis"
"https://github.com/mit-crpg/openmc",2011-07-21,"OpenMC Monte Carlo Code"
"https://github.com/bonniee/ultrasonic",2014-01-10,"An ultrasonic encoder / decoder for Python. Final project for COS597G."
